Rating,Distance,Price,Popularity,Cuisine_Chinese,Cuisine_Indian,Cuisine_Italian,Cuisine_Mexican,User_Preference_Budget,User_Restaurant_Interaction
2.6,3.1,0.1496551724137931,0.196,1.0,0.0,0.0,0.0,1,"[5, 18, 2.7]"
3.8,1.6,0.6537931034482759,0.889,0.0,0.0,1.0,0.0,1,"[1, 4, 3.3]"
2.2,0.5,0.3689655172413792,0.466,0.0,0.0,1.0,0.0,1,"[2, 16, 3.1]"
3.6,2.9,0.089655172413793,0.091,0.0,0.0,1.0,0.0,1,"[1, 21, 3.0]"
2.6,3.5,0.4089655172413792,0.683,0.0,0.0,1.0,0.0,0,"[1, 6, 2.3]"
3.0,2.1,0.2179310344827585,0.136,0.0,0.0,0.0,1.0,1,"[2, 21, 2.7]"
3.9,2.8,0.3820689655172413,0.955,0.0,0.0,0.0,1.0,0,"[3, 2, 4.2]"
2.8,3.6,0.4758620689655171,0.949,0.0,0.0,1.0,0.0,0,"[2, 27, 3.5]"
2.3,2.9,0.8496551724137931,0.435,1.0,0.0,0.0,0.0,1,"[3, 17, 2.0]"
2.7,1.3,0.1993103448275862,0.254,0.0,0.0,0.0,1.0,1,"[3, 18, 2.3]"
4.7,1.8,0.413103448275862,0.856,1.0,0.0,0.0,0.0,0,"[1, 19, 5.0]"
4.4,4.0,0.5310344827586206,0.194,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
2.7,4.0,0.2841379310344827,0.291,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
3.6,2.8,0.6096551724137931,0.283,0.0,0.0,0.0,1.0,0,"[5, 2, 3.9]"
2.7,2.8,0.7358620689655172,0.02,0.0,0.0,0.0,1.0,0,"[0, 0, 0.0]"
3.3,4.7,0.136551724137931,0.62,0.0,0.0,1.0,0.0,0,"[5, 10, 3.2]"
3.6,1.2,0.8310344827586207,0.797,0.0,0.0,1.0,0.0,1,"[0, 0, 0.0]"
4.1,3.8,0.9855172413793104,0.149,0.0,1.0,0.0,0.0,0,"[4, 18, 4.0]"
3.5,3.5,0.7,0.068,0.0,0.0,1.0,0.0,1,"[5, 28, 3.8]"
4.0,1.4,0.6296551724137931,0.954,0.0,1.0,0.0,0.0,0,"[2, 21, 3.9]"
3.2,1.6,0.6958620689655173,0.937,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
2.6,4.0,0.6041379310344828,0.45,0.0,0.0,0.0,1.0,1,"[5, 2, 3.5]"
3.7,4.6,0.1048275862068965,0.113,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
4.6,2.8,0.2386206896551723,0.904,0.0,0.0,1.0,0.0,0,"[4, 16, 4.6]"
4.5,3.6,0.2544827586206896,0.126,0.0,0.0,0.0,1.0,0,"[2, 4, 4.5]"
2.7,4.0,0.6096551724137931,0.182,0.0,0.0,1.0,0.0,1,"[1, 12, 2.8]"
4.8,2.5,0.2496551724137931,0.155,0.0,1.0,0.0,0.0,1,"[4, 20, 4.8]"
4.5,1.7,0.6834482758620689,0.293,0.0,0.0,0.0,1.0,1,"[5, 30, 4.6]"
4.0,0.9,0.6427586206896552,0.061,0.0,0.0,0.0,1.0,1,"[4, 30, 4.1]"
4.6,0.7,0.9813793103448276,0.016,0.0,1.0,0.0,0.0,1,"[1, 1, 5.0]"
2.8,2.9,0.0103448275862068,0.538,0.0,1.0,0.0,0.0,1,"[4, 26, 3.0]"
4.8,1.8,0.9710344827586208,0.5700000000000001,1.0,0.0,0.0,0.0,0,"[2, 17, 4.8]"
3.6,4.7,0.906896551724138,0.295,0.0,1.0,0.0,0.0,1,"[0, 0, 0.0]"
4.6,4.7,0.0868965517241379,0.161,1.0,0.0,0.0,0.0,0,"[2, 6, 4.6]"
3.4,1.5,0.096551724137931,0.453,0.0,1.0,0.0,0.0,1,"[5, 3, 2.9]"
3.8,1.5,0.3227586206896551,0.003,0.0,0.0,1.0,0.0,0,"[4, 23, 4.5]"
3.6,3.6,0.6724137931034483,0.554,1.0,0.0,0.0,0.0,1,"[3, 4, 2.8]"
3.9,3.8,0.5282758620689655,0.8310000000000001,0.0,0.0,0.0,1.0,0,"[3, 6, 4.5]"
2.5,4.2,0.4786206896551724,0.609,0.0,0.0,0.0,1.0,0,"[3, 12, 2.5]"
2.5,3.6,0.0186206896551724,0.501,0.0,1.0,0.0,0.0,0,"[5, 12, 2.2]"
3.2,4.5,0.3358620689655172,0.472,0.0,0.0,1.0,0.0,1,"[1, 18, 3.3]"
2.4,3.3,0.3103448275862068,0.85,0.0,0.0,0.0,1.0,1,"[5, 14, 2.7]"
4.0,3.3,1.0,0.159,1.0,0.0,0.0,0.0,0,"[1, 2, 3.7]"
3.7,3.2,0.256551724137931,0.8220000000000001,0.0,0.0,1.0,0.0,0,"[5, 30, 4.1]"
5.0,1.4,0.0344827586206896,0.891,1.0,0.0,0.0,0.0,1,"[3, 14, 4.1]"
3.0,4.4,0.9117241379310344,0.582,0.0,0.0,0.0,1.0,1,"[3, 20, 2.6]"
2.8,4.3,0.6986206896551724,0.962,0.0,1.0,0.0,0.0,1,"[4, 10, 3.3]"
2.6,4.8,0.3337931034482758,0.075,0.0,0.0,1.0,0.0,1,"[1, 10, 2.0]"
3.4,5.0,0.0944827586206896,0.476,0.0,0.0,0.0,1.0,0,"[4, 20, 3.0]"
4.5,0.6,0.5572413793103448,0.178,1.0,0.0,0.0,0.0,0,"[5, 12, 4.0]"
2.0,3.7,0.3855172413793103,0.775,0.0,1.0,0.0,0.0,1,"[2, 29, 2.0]"
2.2,2.0,0.2358620689655172,0.718,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
4.7,1.3,0.3110344827586206,0.706,1.0,0.0,0.0,0.0,0,"[1, 3, 3.8]"
2.3,1.0,0.4179310344827586,0.909,0.0,0.0,1.0,0.0,1,"[0, 0, 0.0]"
3.9,1.5,0.8413793103448276,0.557,0.0,0.0,0.0,1.0,1,"[1, 5, 4.3]"
3.6,1.6,0.9855172413793104,0.862,0.0,0.0,1.0,0.0,0,"[1, 27, 3.8]"
4.8,4.4,0.0758620689655172,0.273,1.0,0.0,0.0,0.0,1,"[3, 22, 4.0]"
3.7,3.1,0.5117241379310344,0.627,0.0,0.0,1.0,0.0,1,"[5, 26, 4.1]"
4.8,2.0,0.4482758620689654,0.424,1.0,0.0,0.0,0.0,1,"[3, 24, 4.9]"
3.6,4.1,0.0255172413793103,0.435,0.0,1.0,0.0,0.0,1,"[0, 0, 0.0]"
2.7,3.5,0.3717241379310344,0.5740000000000001,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
3.6,2.6,0.9537931034482758,0.008,0.0,0.0,1.0,0.0,0,"[1, 1, 3.9]"
2.6,1.3,0.9855172413793104,0.98,0.0,0.0,0.0,1.0,0,"[5, 6, 2.0]"
3.7,0.9,0.7268965517241379,0.768,0.0,1.0,0.0,0.0,1,"[2, 26, 3.6]"
2.8,0.9,0.2303448275862068,0.507,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
4.4,3.8,0.4068965517241379,0.766,1.0,0.0,0.0,0.0,1,"[3, 2, 3.6]"
2.2,1.6,0.9951724137931034,0.376,0.0,0.0,1.0,0.0,0,"[1, 28, 3.0]"
2.3,1.4,0.8213793103448276,0.749,1.0,0.0,0.0,0.0,0,"[5, 12, 3.2]"
3.8,1.2,0.5841379310344827,0.882,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
4.3,1.6,0.2337931034482758,0.182,0.0,1.0,0.0,0.0,1,"[0, 0, 0.0]"
4.9,4.2,0.0337931034482758,0.009,0.0,0.0,1.0,0.0,0,"[3, 18, 5.0]"
2.1,2.4,0.5937931034482758,0.353,0.0,1.0,0.0,0.0,0,"[2, 8, 2.0]"
4.6,2.3,0.9448275862068966,0.581,0.0,0.0,0.0,1.0,0,"[1, 28, 4.3]"
4.0,1.0,0.7337931034482759,0.123,0.0,0.0,0.0,1.0,0,"[5, 5, 4.4]"
3.4,1.5,0.523448275862069,0.315,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
3.7,4.0,0.6117241379310345,0.948,1.0,0.0,0.0,0.0,1,"[2, 28, 4.2]"
4.1,3.1,0.3082758620689654,0.668,1.0,0.0,0.0,0.0,0,"[3, 14, 4.6]"
3.9,3.7,0.0682758620689655,0.955,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
3.2,0.7,0.9482758620689656,0.5690000000000001,0.0,1.0,0.0,0.0,0,"[3, 10, 3.1]"
4.3,1.4,0.1868965517241379,0.776,1.0,0.0,0.0,0.0,0,"[4, 10, 4.1]"
2.0,1.8,0.9441379310344828,0.745,0.0,0.0,0.0,1.0,0,"[4, 4, 2.3]"
2.9,5.0,0.736551724137931,0.553,0.0,0.0,1.0,0.0,1,"[4, 1, 3.5]"
3.5,2.5,0.4910344827586206,0.023,1.0,0.0,0.0,0.0,0,"[4, 10, 4.1]"
3.7,2.4,0.0055172413793103,0.492,0.0,1.0,0.0,0.0,0,"[1, 22, 4.0]"
4.4,1.1,0.8875862068965517,0.349,0.0,0.0,0.0,1.0,0,"[2, 11, 4.8]"
4.7,2.8,0.4062068965517241,0.178,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
2.5,4.3,0.4841379310344827,0.63,1.0,0.0,0.0,0.0,0,"[3, 24, 2.3]"
4.3,4.5,0.0427586206896551,0.352,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
2.5,4.6,0.8986206896551724,0.18,0.0,0.0,1.0,0.0,1,"[4, 26, 2.5]"
5.0,1.5,0.4779310344827586,0.325,0.0,0.0,1.0,0.0,0,"[5, 24, 4.7]"
2.5,1.4,0.2013793103448276,0.434,0.0,0.0,1.0,0.0,1,"[3, 2, 2.9]"
3.0,1.2,0.4206896551724137,0.794,0.0,0.0,0.0,1.0,0,"[5, 28, 2.5]"
4.1,4.2,0.2489655172413792,0.146,0.0,0.0,0.0,1.0,1,"[2, 27, 3.8]"
2.0,4.8,0.2793103448275861,0.711,0.0,1.0,0.0,0.0,0,"[3, 13, 2.0]"
4.4,1.3,0.4772413793103447,0.116,1.0,0.0,0.0,0.0,1,"[3, 18, 4.5]"
3.7,2.1,0.2158620689655171,0.801,1.0,0.0,0.0,0.0,1,"[4, 25, 3.5]"
3.5,0.8,0.8820689655172413,0.5700000000000001,0.0,0.0,0.0,1.0,1,"[1, 7, 3.4]"
4.3,0.5,0.4572413793103447,0.461,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
3.0,4.2,0.2758620689655172,0.45,0.0,0.0,0.0,1.0,0,"[0, 0, 0.0]"
3.9,1.5,0.2999999999999999,0.42,0.0,0.0,1.0,0.0,1,"[0, 0, 0.0]"
3.4,1.1,0.1703448275862069,0.515,1.0,0.0,0.0,0.0,1,"[4, 29, 3.7]"
3.9,2.7,0.4199999999999999,0.078,0.0,0.0,0.0,1.0,1,"[2, 28, 4.7]"
2.0,2.1,0.9020689655172414,0.252,0.0,0.0,1.0,0.0,0,"[5, 28, 2.0]"
4.4,3.1,0.0882758620689655,0.203,0.0,1.0,0.0,0.0,1,"[4, 18, 4.7]"
2.6,2.6,0.3882758620689654,0.649,0.0,0.0,0.0,1.0,0,"[1, 17, 2.6]"
3.9,1.5,0.0682758620689655,0.739,0.0,0.0,1.0,0.0,0,"[3, 3, 4.1]"
2.9,0.6,0.5496551724137931,0.298,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
3.1,1.2,0.6296551724137931,0.89,0.0,1.0,0.0,0.0,1,"[2, 1, 2.3]"
3.6,4.0,0.5075862068965518,0.201,0.0,1.0,0.0,0.0,0,"[3, 28, 3.8]"
5.0,2.5,0.2524137931034482,0.211,1.0,0.0,0.0,0.0,1,"[0, 0, 0.0]"
4.7,4.8,0.929655172413793,0.535,0.0,0.0,0.0,1.0,0,"[2, 29, 4.2]"
3.7,1.4,0.3758620689655172,0.84,0.0,0.0,1.0,0.0,0,"[3, 5, 3.1]"
3.9,3.7,0.5020689655172413,0.036,0.0,0.0,0.0,1.0,0,"[2, 26, 4.1]"
4.8,1.8,0.4448275862068965,0.48,1.0,0.0,0.0,0.0,1,"[3, 20, 5.0]"
3.2,0.5,0.9310344827586208,0.059,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
2.7,4.2,0.0,0.074,0.0,1.0,0.0,0.0,1,"[2, 8, 2.4]"
3.9,1.2,0.0889655172413793,0.003,0.0,0.0,0.0,1.0,0,"[2, 12, 4.2]"
3.7,3.7,0.1848275862068965,0.915,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
4.7,1.5,0.813103448275862,0.96,0.0,0.0,1.0,0.0,1,"[2, 14, 4.7]"
5.0,4.4,0.3558620689655172,0.857,1.0,0.0,0.0,0.0,0,"[3, 28, 4.5]"
4.8,3.2,0.5427586206896552,0.781,0.0,0.0,0.0,1.0,1,"[5, 6, 5.0]"
4.8,5.0,0.5855172413793104,0.039,1.0,0.0,0.0,0.0,1,"[0, 0, 0.0]"
4.3,1.3,0.2862068965517241,0.057,0.0,0.0,0.0,1.0,0,"[1, 22, 5.0]"
2.3,2.3,0.4524137931034482,0.327,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
4.8,2.5,0.0875862068965517,0.262,0.0,1.0,0.0,0.0,1,"[5, 29, 4.8]"
4.8,4.6,0.5006896551724138,0.045,1.0,0.0,0.0,0.0,0,"[5, 21, 4.5]"
2.4,4.8,0.3599999999999999,0.01,1.0,0.0,0.0,0.0,1,"[0, 0, 0.0]"
3.8,1.3,0.4779310344827586,0.527,0.0,0.0,1.0,0.0,0,"[4, 17, 3.2]"
2.7,4.9,0.516551724137931,0.35,0.0,1.0,0.0,0.0,1,"[3, 24, 2.2]"
3.0,2.3,0.9979310344827588,0.194,0.0,0.0,0.0,1.0,0,"[5, 14, 2.8]"
3.6,3.4,0.9544827586206897,0.783,0.0,1.0,0.0,0.0,0,"[2, 17, 3.7]"
4.1,3.5,0.3510344827586206,0.476,0.0,0.0,0.0,1.0,0,"[0, 0, 0.0]"
4.7,4.8,0.116551724137931,0.004,0.0,1.0,0.0,0.0,1,"[2, 9, 5.0]"
2.5,4.9,0.236551724137931,0.518,0.0,0.0,1.0,0.0,1,"[2, 26, 2.7]"
2.4,0.6,0.8662068965517241,0.305,1.0,0.0,0.0,0.0,0,"[5, 8, 2.7]"
4.8,2.4,0.5406896551724137,0.257,1.0,0.0,0.0,0.0,0,"[1, 7, 5.0]"
3.0,2.7,0.4048275862068965,0.951,1.0,0.0,0.0,0.0,1,"[2, 29, 3.0]"
2.1,2.7,0.156551724137931,0.164,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
2.5,1.0,0.2724137931034482,0.975,1.0,0.0,0.0,0.0,1,"[4, 4, 2.5]"
3.9,1.6,0.8144827586206896,0.309,0.0,1.0,0.0,0.0,0,"[1, 16, 4.3]"
3.0,3.2,0.7524137931034482,0.5,0.0,0.0,0.0,1.0,0,"[1, 16, 3.8]"
4.8,0.9,0.9751724137931034,0.252,0.0,1.0,0.0,0.0,1,"[0, 0, 0.0]"
4.6,1.3,0.7551724137931034,0.948,1.0,0.0,0.0,0.0,0,"[4, 14, 5.0]"
2.8,3.4,0.4724137931034483,0.016,1.0,0.0,0.0,0.0,0,"[2, 1, 3.4]"
3.5,2.7,0.6268965517241379,0.932,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
3.4,3.9,0.0289655172413793,0.409,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
3.4,4.8,0.9875862068965516,0.144,0.0,0.0,1.0,0.0,1,"[0, 0, 0.0]"
4.7,2.0,0.9137931034482758,0.208,0.0,1.0,0.0,0.0,0,"[2, 30, 4.1]"
4.3,1.6,0.5337931034482759,0.322,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
4.5,3.4,0.543448275862069,0.222,0.0,0.0,0.0,1.0,0,"[1, 10, 4.3]"
4.8,3.0,0.9303448275862068,0.507,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
4.6,2.9,0.7579310344827586,0.887,0.0,1.0,0.0,0.0,1,"[5, 8, 4.6]"
3.7,4.7,0.7662068965517241,0.791,0.0,0.0,0.0,1.0,0,"[5, 30, 3.1]"
3.6,4.7,0.1517241379310344,0.44,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
3.9,1.9,0.1641379310344827,0.989,0.0,1.0,0.0,0.0,0,"[2, 8, 2.1]"
4.4,1.2,0.8082758620689655,0.635,0.0,0.0,0.0,1.0,1,"[5, 24, 4.2]"
3.4,4.8,0.9055172413793104,0.391,1.0,0.0,0.0,0.0,1,"[3, 24, 3.5]"
2.0,3.9,0.926896551724138,0.393,0.0,0.0,1.0,0.0,0,"[5, 2, 2.9]"
4.8,1.5,0.1620689655172413,0.098,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
2.0,1.1,0.8758620689655172,0.358,0.0,0.0,1.0,0.0,0,"[4, 3, 3.4]"
3.0,4.9,0.2262068965517241,0.415,1.0,0.0,0.0,0.0,0,"[4, 28, 2.4]"
2.4,1.5,0.8282758620689655,0.169,0.0,1.0,0.0,0.0,1,"[3, 25, 3.1]"
4.7,3.9,0.593103448275862,0.785,0.0,0.0,0.0,1.0,0,"[5, 30, 4.8]"
2.5,2.8,0.4765517241379309,0.351,1.0,0.0,0.0,0.0,1,"[3, 1, 2.5]"
4.8,1.0,0.4737931034482758,0.617,0.0,1.0,0.0,0.0,0,"[1, 1, 4.3]"
2.5,2.6,0.0593103448275861,0.156,0.0,0.0,1.0,0.0,1,"[3, 26, 2.7]"
2.6,1.0,0.4634482758620689,0.997,0.0,0.0,1.0,0.0,1,"[1, 5, 3.1]"
2.4,3.6,0.833103448275862,0.107,0.0,0.0,0.0,1.0,0,"[1, 11, 2.0]"
4.8,3.6,0.5744827586206896,0.481,0.0,0.0,0.0,1.0,0,"[2, 9, 4.7]"
2.0,4.4,0.2889655172413792,0.889,0.0,0.0,0.0,1.0,0,"[5, 6, 2.1]"
2.1,1.0,0.0524137931034482,0.64,0.0,1.0,0.0,0.0,1,"[2, 6, 2.0]"
2.9,2.1,0.9034482758620688,0.034,1.0,0.0,0.0,0.0,1,"[4, 18, 2.6]"
3.0,2.5,0.6337931034482759,0.885,0.0,1.0,0.0,0.0,1,"[4, 19, 3.1]"
3.8,4.9,0.1199999999999999,0.529,0.0,0.0,1.0,0.0,0,"[2, 23, 3.8]"
3.8,3.8,0.6558620689655172,0.442,0.0,0.0,1.0,0.0,0,"[4, 4, 4.0]"
2.7,4.1,0.4779310344827586,0.784,0.0,0.0,1.0,0.0,0,"[1, 11, 3.2]"
3.8,3.6,0.5186206896551724,0.874,0.0,0.0,0.0,1.0,0,"[5, 10, 3.9]"
2.8,1.9,0.9696551724137932,0.704,0.0,0.0,1.0,0.0,0,"[1, 13, 2.8]"
3.9,4.1,0.8213793103448276,0.534,0.0,0.0,1.0,0.0,0,"[5, 25, 4.0]"
4.6,0.9,0.4827586206896551,0.226,0.0,0.0,0.0,1.0,0,"[4, 2, 4.7]"
2.4,2.0,0.4689655172413793,0.379,0.0,0.0,1.0,0.0,0,"[5, 27, 2.4]"
2.9,4.8,0.4599999999999999,0.599,0.0,0.0,0.0,1.0,1,"[2, 6, 3.1]"
4.1,3.1,0.5413793103448276,0.779,0.0,1.0,0.0,0.0,0,"[5, 6, 4.0]"
3.2,3.4,0.0303448275862068,0.578,0.0,1.0,0.0,0.0,1,"[5, 14, 2.4]"
2.3,2.2,0.3289655172413793,0.127,0.0,1.0,0.0,0.0,1,"[5, 3, 2.0]"
2.0,3.0,0.0910344827586206,0.13,0.0,0.0,1.0,0.0,0,"[5, 30, 2.7]"
4.4,3.3,0.4655172413793103,0.343,0.0,1.0,0.0,0.0,0,"[4, 14, 4.3]"
2.4,2.6,0.0972413793103448,0.011,1.0,0.0,0.0,0.0,1,"[1, 9, 2.0]"
4.8,0.8,0.6455172413793103,0.0,1.0,0.0,0.0,0.0,0,"[4, 25, 4.0]"
3.2,4.3,0.2993103448275861,0.939,0.0,0.0,1.0,0.0,1,"[2, 30, 3.7]"
3.0,0.6,0.5379310344827586,0.617,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
3.4,3.6,0.2758620689655172,0.428,0.0,0.0,1.0,0.0,0,"[3, 14, 3.7]"
2.6,4.5,0.1744827586206896,0.531,0.0,0.0,0.0,1.0,0,"[2, 12, 2.0]"
2.3,1.0,0.7531034482758621,0.105,0.0,0.0,1.0,0.0,1,"[3, 22, 2.8]"
4.8,0.8,0.1496551724137931,0.94,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
3.4,0.6,0.8482758620689655,0.122,1.0,0.0,0.0,0.0,0,"[2, 29, 4.0]"
3.9,4.7,0.999310344827586,0.404,1.0,0.0,0.0,0.0,0,"[2, 18, 3.9]"
3.9,4.2,0.8586206896551724,0.065,0.0,1.0,0.0,0.0,1,"[1, 15, 4.4]"
4.1,4.2,0.0317241379310344,0.765,0.0,0.0,1.0,0.0,1,"[1, 16, 4.4]"
2.2,2.7,0.2924137931034482,0.163,1.0,0.0,0.0,0.0,0,"[1, 25, 2.1]"
2.8,1.7,0.5531034482758621,0.795,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
3.2,0.7,0.8344827586206897,0.763,1.0,0.0,0.0,0.0,1,"[5, 16, 3.0]"
3.8,3.2,0.0703448275862068,0.6910000000000001,0.0,0.0,1.0,0.0,0,"[1, 28, 4.1]"
4.1,1.5,0.316551724137931,0.7010000000000001,0.0,0.0,1.0,0.0,1,"[4, 27, 5.0]"
3.7,2.9,0.1193103448275861,0.624,0.0,0.0,1.0,0.0,0,"[2, 8, 3.6]"
3.6,4.6,0.946206896551724,0.48,0.0,0.0,1.0,0.0,0,"[1, 18, 3.5]"
3.5,3.4,0.9386206896551724,0.718,1.0,0.0,0.0,0.0,1,"[0, 0, 0.0]"
2.5,0.8,0.7524137931034482,0.203,0.0,0.0,1.0,0.0,1,"[2, 15, 2.2]"
3.0,4.5,0.3406896551724137,0.969,0.0,1.0,0.0,0.0,0,"[2, 24, 2.7]"
3.5,4.2,0.3227586206896551,0.776,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
2.4,3.7,0.9048275862068964,0.391,0.0,1.0,0.0,0.0,1,"[4, 10, 2.2]"
4.8,3.0,0.8055172413793104,0.895,0.0,1.0,0.0,0.0,1,"[5, 26, 5.0]"
3.1,1.0,0.1172413793103448,0.538,0.0,0.0,0.0,1.0,1,"[0, 0, 0.0]"
2.5,4.2,0.1958620689655172,0.35,0.0,0.0,1.0,0.0,0,"[5, 9, 2.8]"
2.1,2.4,0.4958620689655171,0.439,1.0,0.0,0.0,0.0,0,"[3, 12, 2.7]"
2.4,4.7,0.503448275862069,0.995,1.0,0.0,0.0,0.0,0,"[3, 30, 3.1]"
2.7,4.4,0.7213793103448276,0.284,0.0,1.0,0.0,0.0,1,"[4, 2, 2.8]"
3.2,1.7,0.8675862068965517,0.964,0.0,0.0,1.0,0.0,1,"[1, 2, 2.5]"
3.2,3.8,0.4793103448275861,0.416,0.0,0.0,1.0,0.0,1,"[0, 0, 0.0]"
2.2,0.7,0.1337931034482758,0.017,0.0,0.0,1.0,0.0,0,"[5, 1, 2.3]"
3.4,3.0,0.8020689655172414,0.891,1.0,0.0,0.0,0.0,1,"[1, 28, 3.6]"
2.5,2.3,0.4951724137931033,0.582,0.0,0.0,0.0,1.0,1,"[4, 1, 2.7]"
2.7,4.1,0.7455172413793103,0.043,0.0,0.0,1.0,0.0,1,"[5, 18, 2.9]"
2.4,2.7,0.5779310344827586,0.374,0.0,0.0,0.0,1.0,1,"[3, 22, 2.0]"
3.0,2.0,0.9917241379310344,0.52,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
2.6,2.0,0.7386206896551724,0.84,0.0,0.0,0.0,1.0,0,"[2, 4, 2.9]"
3.5,4.2,0.8744827586206896,0.655,0.0,0.0,1.0,0.0,1,"[5, 13, 3.2]"
4.3,2.0,0.7089655172413794,0.927,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
3.9,2.3,0.6082758620689656,0.581,1.0,0.0,0.0,0.0,1,"[2, 25, 3.9]"
2.0,1.2,0.9441379310344828,0.628,0.0,0.0,1.0,0.0,0,"[5, 15, 2.2]"
3.6,4.9,0.4462068965517241,0.937,0.0,0.0,1.0,0.0,1,"[0, 0, 0.0]"
3.0,1.7,0.6303448275862069,0.646,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
2.2,1.7,0.5496551724137931,0.326,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
4.9,3.1,0.4593103448275861,0.343,0.0,0.0,1.0,0.0,1,"[0, 0, 0.0]"
2.5,2.4,0.5620689655172414,0.861,0.0,0.0,0.0,1.0,1,"[4, 14, 2.6]"
3.6,0.9,0.5841379310344827,0.206,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
3.0,4.0,0.1041379310344827,0.581,0.0,1.0,0.0,0.0,1,"[4, 10, 2.2]"
4.8,1.7,0.1682758620689655,0.863,0.0,1.0,0.0,0.0,1,"[5, 22, 4.1]"
2.8,2.4,0.8668965517241379,0.357,0.0,1.0,0.0,0.0,1,"[3, 5, 3.6]"
3.0,4.7,0.7696551724137931,0.159,1.0,0.0,0.0,0.0,0,"[0, 0, 0.0]"
2.1,2.4,0.2724137931034482,0.678,0.0,1.0,0.0,0.0,0,"[3, 25, 2.3]"
4.8,2.5,0.2303448275862068,0.275,0.0,0.0,0.0,1.0,0,"[5, 18, 5.0]"
4.8,3.8,0.4641379310344827,0.021,0.0,0.0,1.0,0.0,1,"[2, 11, 4.7]"
4.6,3.3,0.1896551724137931,0.289,1.0,0.0,0.0,0.0,0,"[4, 18, 4.6]"
2.4,4.8,0.1151724137931034,0.915,0.0,0.0,0.0,1.0,1,"[2, 26, 2.0]"
2.4,0.5,0.5827586206896551,0.643,0.0,0.0,1.0,0.0,0,"[0, 0, 0.0]"
4.7,0.8,0.913103448275862,0.462,0.0,1.0,0.0,0.0,1,"[0, 0, 0.0]"
3.0,4.3,0.9420689655172414,0.02,0.0,0.0,0.0,1.0,0,"[4, 1, 3.0]"
3.9,4.7,0.4710344827586206,0.8180000000000001,0.0,1.0,0.0,0.0,1,"[5, 7, 3.9]"
4.1,3.4,0.14,0.018,1.0,0.0,0.0,0.0,0,"[1, 21, 4.2]"
4.8,2.3,0.4979310344827586,0.488,1.0,0.0,0.0,0.0,1,"[2, 15, 4.8]"
3.0,4.9,0.0282758620689655,0.908,0.0,0.0,0.0,1.0,1,"[1, 11, 2.5]"
3.5,2.2,0.6579310344827586,0.176,0.0,0.0,1.0,0.0,1,"[3, 2, 3.8]"
5.0,3.7,0.436551724137931,0.784,0.0,0.0,0.0,1.0,1,"[2, 20, 4.4]"
2.7,2.8,0.4655172413793103,0.056,0.0,1.0,0.0,0.0,0,"[0, 0, 0.0]"
2.5,3.8,0.213103448275862,0.719,0.0,0.0,0.0,1.0,1,"[3, 5, 2.7]"
2.3,2.2,0.2924137931034482,0.456,0.0,0.0,0.0,1.0,1,"[3, 22, 2.1]"
3.6,0.7,0.1393103448275862,0.669,0.0,1.0,0.0,0.0,1,"[0, 0, 0.0]"
2.4,0.9,0.0875862068965517,0.38,0.0,1.0,0.0,0.0,1,"[5, 17, 2.0]"
3.6,1.7,0.8358620689655172,0.203,0.0,0.0,1.0,0.0,1,"[1, 11, 3.7]"
3.0,3.4,0.8317241379310345,0.651,0.0,0.0,0.0,1.0,1,"[4, 29, 2.5]"
2.9,1.1,0.8786206896551724,0.88,0.0,1.0,0.0,0.0,1,"[4, 19, 3.5]"
